,Project Title,University,Description,field,Tuition,Rate,City,Duration,State,County,LATITUDE,LONGITUDE,PostPhdSalary,PostPhdEmploy,World Rank,USA Rank,Glassdoor Star,Salary_high,Salary_low,Salary/Stipend,State Avg Salary/Stipend,Required Income,Food,Housing,Transportation,Medical,Enough Income
1438,School Psychology,University of Houston,"The University of Houston's School Psychology doctoral program is home to faculty and students committed to impacting the academic, behavioral and social-emotional functioning of children.",education-training,,,Houston,5.0,Texas,Harris,29.786,-95.3885,"72,000",86.0,1400,78,4.1,50000.0,32000.0,39767.0,38452.0,34931.0,3926.0,10745.0,5477.0,3058.0,Yes
1439,Education - P-20 Education (Self-Designed),Walden University,The PhD in Education - P-20 Education (Self-Designed) program from Walden University offers educators and administrators the opportunity to grow as scholars and innovators in higher education. Benefit from access to distinguished faculty members and student support services.,education-training,,,Online,3.0,,,,,"72,000",86.0,1400,1800,3.3,47000.0,32000.0,38878.0,,,,,,,No
1440,Student Services and Higher Education Administration,University of The Incarnate Word,"The Student Services and Higher Education Administration concentration of the Doctor of Philosophy (Ph.D.) program from University of the Incarnate Word prepares graduates to pursue jobs in higher education, focusing on administration and teaching at the college and university levels.",education-training,34135.0, year,San Antonio,2.0,Texas,Bexar,29.4632,-98.5238,"72,000",86.0,1400,697,,,,,38452.0,34931.0,3926.0,10745.0,5477.0,3058.0,No
1441,Higher Education,West Virginia University,"The PhD program in Higher Education at West Virginia University focuses on preparing future scholars, faculty and policy analysts who will critically analyze higher education issues and chart the future of colleges and universities.",education-training,23982.0, year,Morgantown,5.0,West Virginia,Monongalia,39.6383,-79.9464,"72,000",86.0,601,116,4.1,47000.0,29000.0,36843.0,36843.0,32381.0,3926.0,7522.0,5477.0,3375.0,Yes
1442,Curriculum and Instruction,University of Florida,"The School of Teaching & Learning’s doctoral program in Curriculum and Instruction from University of Florida cultivates proficient scholars, teachers, and other educational professionals through an academically rigorous curriculum that balances theoretical and applied knowledge.",education-training,27707.0, year,Gainesville,5.0,Florida,Alachua,29.6804,-82.3459,"72,000",86.0,1400,26,4.2,48000.0,30000.0,38382.0,38959.0,36848.0,3926.0,12221.0,5477.0,3184.0,Yes
1443,"Teachers, Schools, and Society",University of Florida,"The Teachers, Schools, and Society (TSS) EdD program in Curriculum and Instruction at University of Florida reinvents doctoral-level education as innovative, job-embedded professional learning that supports educational leaders, change agents, and advocates in cultivating the skills of practitioner scholarship.",education-training,7415.0, year,Online,5.0,,,,,"72,000",86.0,1400,26,4.2,48000.0,30000.0,38382.0,,,,,,,No
1444,Psychology: Consciousness and Society,University of West Georgia,The Psychology: Consciousness and Society phd degree from University of West Georgia is grounded in the Department's approach to psychology as a distinctively human science.,education-training,25791.0, year,Carrollton,2.0,Texas,Dallas,32.989,-96.8999,"72,000",86.0,1400,467,,,,,38452.0,34931.0,3926.0,10745.0,5477.0,3058.0,No
1445,Educational Leadership,University of West Georgia,The University of West Georgia's performance-based Educational Specialist (Ed.S) Educational Leadership Degree program emphasizes job-embedded learning and can be completed in three semesters.,education-training,,,Carrollton,1.5,Texas,Dallas,32.989,-96.8999,"72,000",86.0,1400,467,,,,,38452.0,34931.0,3926.0,10745.0,5477.0,3058.0,No
1446,Teaching and Learning,The University of Iowa,We offer a phd degree in Teaching and Learning at The University of Iowa.,education-training,28973.0, year,Iowa City,,Iowa,Johnson,41.6559,-91.5303,"72,000",86.0,1400,1800,,,,,37862.0,32713.0,4010.0,7374.0,5356.0,3416.0,No
1447,Adult Education,Regent University,"The Doctor of Education – Adult Education at Regent University equips current and aspiring organizational and institutional decision-makers with the knowledge and skills to design, implement and evaluate professional development programs for adult populations.",education-training,6410.0, year,Online,7.0,,,,,"72,000",86.0,1400,469,,,,,,,,,,,No
1448,"Curriculum, Instruction and the Science of Learning",University at Buffalo,"The Curriculum, Instruction and the Science of Learning (CISL) PhD program from University at Buffalo is a multidisciplinary doctoral degree that focuses on addressing practical educational problems through research in diverse contexts for learning and teaching.",education-training,10620.0, year,Fairfax,4.0,Virginia,Fairfax,38.8531,-77.2997,"72,000",86.0,1400,1800,,,,,38398.0,39599.0,3926.0,13342.0,5477.0,3247.0,No
1449,Special Education (SPED),University of Miami,The University of Miami’s Department of Teaching and Learning is pleased to offer a doctoral specialization in special education with a focus on students with high-incidence disabilities. This Special Education (SPED) specialization includes participation in ongoing faculty research and a strong emphasis on the intersection of special education and diversity issues.,education-training,39905.0, year,Miami,3.0,Florida,Miami-Dade,25.784,-80.2101,"72,000",86.0,1400,96,4.0,54000.0,35000.0,43211.0,38959.0,36848.0,3926.0,12221.0,5477.0,3184.0,Yes
1450,School Improvement,University of West Georgia,"The online Ed.D. program in School Improvement at University of West Georgia offers a unique  opportunity for educators looking for an interdisciplinary, inquiry-based doctoral program that prepares graduates to become the next generation of change agents.",education-training,,,Online,1.0,,,,,"72,000",86.0,1400,467,,,,,,,,,,,No
1451,Doctor of Education (Ed.D.) - Higher Education and Adult Learning,Walden University,"Do you aspire to drive transformative educational change in your institution and community? Designed for practitioners and administrators from P-12 to higher education, the Doctor of Education (Ed.D.) - Higher Education and Adult Learning program from Walden University offers flexibility and choices to meet your needs—even if those needs change along the way.",education-training,,,Online,2.0,,,,,"72,000",86.0,1400,1800,3.3,47000.0,32000.0,38878.0,,,,,,,No
1452,Curriculum and Instruction,University of Houston,The Ph.D. in Curriculum and Instruction at University of Houston prepares aspiring scholars and researchers to meet today’s educational challenges in multicultural urban settings.,education-training,10850.0, year,Houston,5.0,Texas,Harris,29.786,-95.3885,"72,000",86.0,1400,78,4.1,50000.0,32000.0,39767.0,38452.0,34931.0,3926.0,10745.0,5477.0,3058.0,Yes
1453,Learning Sciences,University of Oklahoma,Learning Sciences from University of Oklahoma aims to prepare teachers and other professionals for leadership roles in education-related settings; to engage in critical inquiry through professionally recognized research and scholarship; and to provide leadership to the profession and society.,education-training,,,Norman,3.0,Oklahoma,Cleveland,35.2335,-97.3471,"72,000",86.0,1400,1800,4.1,54000.0,34000.0,42946.0,32766.0,32228.0,3926.0,7875.0,5477.0,2991.0,Yes
1454,"Education - Curriculum, Instruction, Assessment and Evaluation",Walden University,"The PhD in Education - Curriculum, Instruction, Assessment and Evaluation program from Walden University offers educators and administrators the opportunity to grow as scholars and innovators in higher education. Benefit from access to distinguished faculty members and student support services.",education-training,,,Online,3.0,,,,,"72,000",86.0,1400,1800,3.3,47000.0,32000.0,38878.0,,,,,,,No
1455,Educational Studies in Diverse Populations,The University of Alabama at Birmingham,"This Educational Studies in Diverse Populations program at The University of Alabama at Birmingham prepares you to conduct research and lead innovation that enhances educational and life outcomes for diverse populations in P-12, post-secondary, and community settings.",education-training,9355.0, year,Birmingham,7.0,Alabama,Jefferson,33.5279,-86.7971,"72,000",86.0,1400,1800,,,,,37394.0,32547.0,3926.0,7954.0,5477.0,2998.0,No
1456,Educational Technology,University of Florida,The Ed.D. (Doctorate in Education) in Curriculum and Instruction with an emphasis on Educational Technology at the University of Florida is designed for researching professionals.,education-training,27707.0, year,Online,3.0,,,,,"72,000",86.0,1400,26,4.2,48000.0,30000.0,38382.0,,,,,,,No
1457,Educational Policy and Leadership,University at Albany,The PhD in Educational Policy and Leadership at University at Albany is a 69-credit plus dissertation program that can be completed either full or part time.  You may receive credit for courses taken as part of a related master’s degree.,education-training,,,Albany,3.0,New York,Albany,42.6664,-73.7987,"72,000",86.0,1400,1800,,,,,42830.0,44627.0,4559.0,17922.0,4470.0,3207.0,No
1458,Educational Technology and Online Learning,Regent University,"The Doctor of Education – Educational Technology and Online Learning from Regent University will prepare you for leadership positions in K-12, higher education, or corporate learning settings.",education-training,6410.0, year,Online,7.0,,,,,"72,000",86.0,1400,469,,,,,,,,,,,No
1459,Psychology - General Psychology (Research Option),Walden University,This PhD in Psychology - General Psychology (Research Option) program from Walden University combines rigorous academics and original research so that you can achieve the highest level of expertise in theories and best practices in psychology.,education-training,,,Online,3.0,,,,,"72,000",86.0,1400,1800,3.3,47000.0,32000.0,38878.0,,,,,,,No
1460,Teaching and Learning - Adult Learning (Quantitative Research),Grand Canyon University,This Teaching and Learning - Adult Learning (Quantitative Research) program at Grand Canyon University allows learners to equip themselves with the knowledge and abilities necessary to improve student outcomes and create an effective learning environment for adult students.,education-training,39445.0, full,Online,2.0,,,,,"72,000",86.0,1400,262,,,,,,,,,,,No
1461,Literacy Education,The University of Maine,"The concentration in Literacy Education, part of The University of Maine’s PreK-12 Education Ph.D. program, focuses on theoretical research traditions, historical perspectives, and diverse epistemologies and methodologies that frame the study of literacy in varied settings, with emphasis on the distinct needs of rural areas.",education-training,45431.0, year,Orono,5.0,Minnesota,Hennepin,44.9657,-93.5908,"72,000",86.0,1400,162,4.0,56000.0,35000.0,44186.0,,35320.0,4010.0,9976.0,5356.0,2972.0,Yes
